"","respondent","q_item","congenial","responses","survey","response_type"
"11518",388,"aca","1",0,"RL","relscore_c_10"
"11519",388,"aca","1",0,"RL","relscore_c_8_nounique"
"11520",388,"aca","1",0,"RL","relscore_c_10_nounique"
"11521",388,"aca","1",0,"RL","relscore_c_8_nomin"
"11522",388,"aca","1",0,"RL","relscore_c_10_nomin"
"11523",388,"aca2","1",0,"RL","relscore_c_8"
"11524",388,"aca2","1",0,"RL","relscore_c_10"
"11525",388,"aca2","1",0,"RL","relscore_c_8_nounique"
"11526",388,"aca2","1",0,"RL","relscore_c_10_nounique"
"11527",388,"aca2","1",0,"RL","relscore_c_8_nomin"
"11528",388,"aca2","1",0,"RL","relscore_c_10_nomin"
"11529",388,"gg","1",0,"RL","relscore_c_8"
"11530",388,"gg","1",0,"RL","relscore_c_10"
"11531",388,"gg","1",0,"RL","relscore_c_8_nounique"
"11532",388,"gg","1",0,"RL","relscore_c_10_nounique"
"11533",388,"gg","1",0,"RL","relscore_c_8_nomin"
"11534",388,"gg","1",0,"RL","relscore_c_10_nomin"
"11535",388,"dt","0",1,"RL","relscore_c_8"
"11536",388,"dt","0",0,"RL","relscore_c_10"
"11537",388,"dt","0",1,"RL","relscore_c_8_nounique"
"11538",388,"dt","0",0,"RL","relscore_c_10_nounique"
"11539",388,"dt","0",1,"RL","relscore_c_8_nomin"
"11540",388,"dt","0",1,"RL","relscore_c_10_nomin"
"11541",389,"aca","1",0,"RL","relscore_c_8"
"11542",389,"aca","1",0,"RL","relscore_c_10"
"11543",389,"aca","1",0,"RL","relscore_c_8_nounique"
"11544",389,"aca","1",0,"RL","relscore_c_10_nounique"
"11545",389,"aca","1",0,"RL","relscore_c_8_nomin"
"11546",389,"aca","1",0,"RL","relscore_c_10_nomin"
"11547",389,"aca2","1",0,"RL","relscore_c_8"
"11548",389,"aca2","1",0,"RL","relscore_c_10"
"11549",389,"aca2","1",0,"RL","relscore_c_8_nounique"
"11550",389,"aca2","1",0,"RL","relscore_c_10_nounique"
"11551",389,"aca2","1",0,"RL","relscore_c_8_nomin"
"11552",389,"aca2","1",0,"RL","relscore_c_10_nomin"
"11553",389,"gg","1",0,"RL","relscore_c_8"
"11554",389,"gg","1",0,"RL","relscore_c_10"
"11555",389,"gg","1",0,"RL","relscore_c_8_nounique"
"11556",389,"gg","1",0,"RL","relscore_c_10_nounique"
"11557",389,"gg","1",0,"RL","relscore_c_8_nomin"
"11558",389,"gg","1",0,"RL","relscore_c_10_nomin"
"11559",389,"dt","0",0,"RL","relscore_c_8"
"11560",389,"dt","0",0,"RL","relscore_c_10"
"11561",389,"dt","0",0,"RL","relscore_c_8_nounique"
"11562",389,"dt","0",0,"RL","relscore_c_10_nounique"
"11563",389,"dt","0",0,"RL","relscore_c_8_nomin"
"11564",389,"dt","0",0,"RL","relscore_c_10_nomin"
"11565",390,"aca",NA,0,"RL","relscore_c_8"
"11566",390,"aca",NA,0,"RL","relscore_c_10"
"11567",390,"aca",NA,0,"RL","relscore_c_8_nounique"
"11568",390,"aca",NA,0,"RL","relscore_c_10_nounique"
"11569",390,"aca",NA,0,"RL","relscore_c_8_nomin"
"11570",390,"aca",NA,0,"RL","relscore_c_10_nomin"
"11571",390,"aca2",NA,0,"RL","relscore_c_8"
"11572",390,"aca2",NA,0,"RL","relscore_c_10"
"11573",390,"aca2",NA,0,"RL","relscore_c_8_nounique"
"11574",390,"aca2",NA,0,"RL","relscore_c_10_nounique"
"11575",390,"aca2",NA,0,"RL","relscore_c_8_nomin"
"11576",390,"aca2",NA,0,"RL","relscore_c_10_nomin"
"11577",390,"gg",NA,0,"RL","relscore_c_8"
"11578",390,"gg",NA,0,"RL","relscore_c_10"
"11579",390,"gg",NA,0,"RL","relscore_c_8_nounique"
"11580",390,"gg",NA,0,"RL","relscore_c_10_nounique"
"11581",390,"gg",NA,0,"RL","relscore_c_8_nomin"
"11582",390,"gg",NA,0,"RL","relscore_c_10_nomin"
"11583",390,"dt",NA,0,"RL","relscore_c_8"
"11584",390,"dt",NA,0,"RL","relscore_c_10"
"11585",390,"dt",NA,1,"RL","relscore_c_8_nounique"
"11586",390,"dt",NA,1,"RL","relscore_c_10_nounique"
"11587",390,"dt",NA,0,"RL","relscore_c_8_nomin"
"11588",390,"dt",NA,0,"RL","relscore_c_10_nomin"
"11589",391,"aca",NA,0,"RL","relscore_c_8"
"11590",391,"aca",NA,0,"RL","relscore_c_10"
"11591",391,"aca",NA,0,"RL","relscore_c_8_nounique"
"11592",391,"aca",NA,0,"RL","relscore_c_10_nounique"
"11593",391,"aca",NA,0,"RL","relscore_c_8_nomin"
"11594",391,"aca",NA,0,"RL","relscore_c_10_nomin"
"11595",391,"aca2",NA,0,"RL","relscore_c_8"
"11596",391,"aca2",NA,0,"RL","relscore_c_10"
"11597",391,"aca2",NA,0,"RL","relscore_c_8_nounique"
"11598",391,"aca2",NA,0,"RL","relscore_c_10_nounique"
"11599",391,"aca2",NA,0,"RL","relscore_c_8_nomin"
"11600",391,"aca2",NA,0,"RL","relscore_c_10_nomin"
"11601",391,"gg",NA,0,"RL","relscore_c_8"
"11602",391,"gg",NA,0,"RL","relscore_c_10"
"11603",391,"gg",NA,0,"RL","relscore_c_8_nounique"
"11604",391,"gg",NA,0,"RL","relscore_c_10_nounique"
"11605",391,"gg",NA,0,"RL","relscore_c_8_nomin"
"11606",391,"gg",NA,0,"RL","relscore_c_10_nomin"
"11607",391,"dt",NA,0,"RL","relscore_c_8"
"11608",391,"dt",NA,0,"RL","relscore_c_10"
"11609",391,"dt",NA,0,"RL","relscore_c_8_nounique"
"11610",391,"dt",NA,0,"RL","relscore_c_10_nounique"
"11611",391,"dt",NA,0,"RL","relscore_c_8_nomin"
"11612",391,"dt",NA,0,"RL","relscore_c_10_nomin"
"11613",392,"aca","0",0,"RL","relscore_c_8"
"11614",392,"aca","0",0,"RL","relscore_c_10"
"11615",392,"aca","0",0,"RL","relscore_c_8_nounique"
"11616",392,"aca","0",0,"RL","relscore_c_10_nounique"
"11617",392,"aca","0",0,"RL","relscore_c_8_nomin"
"11618",392,"aca","0",0,"RL","relscore_c_10_nomin"
"11619",392,"aca2","0",0,"RL","relscore_c_8"
"11620",392,"aca2","0",0,"RL","relscore_c_10"
"11621",392,"aca2","0",0,"RL","relscore_c_8_nounique"
"11622",392,"aca2","0",0,"RL","relscore_c_10_nounique"
"11623",392,"aca2","0",0,"RL","relscore_c_8_nomin"
"11624",392,"aca2","0",0,"RL","relscore_c_10_nomin"
"11625",392,"gg","0",0,"RL","relscore_c_8"
"11626",392,"gg","0",0,"RL","relscore_c_10"
"11627",392,"gg","0",1,"RL","relscore_c_8_nounique"
"11628",392,"gg","0",1,"RL","relscore_c_10_nounique"
"11629",392,"gg","0",0,"RL","relscore_c_8_nomin"
"11630",392,"gg","0",0,"RL","relscore_c_10_nomin"
"11631",392,"dt","1",0,"RL","relscore_c_8"
"11632",392,"dt","1",0,"RL","relscore_c_10"
"11633",392,"dt","1",1,"RL","relscore_c_8_nounique"
"11634",392,"dt","1",1,"RL","relscore_c_10_nounique"
"11635",392,"dt","1",0,"RL","relscore_c_8_nomin"
"11636",392,"dt","1",0,"RL","relscore_c_10_nomin"
"11637",393,"aca","1",0,"RL","relscore_c_8"
"11638",393,"aca","1",0,"RL","relscore_c_10"
"11639",393,"aca","1",0,"RL","relscore_c_8_nounique"
"11640",393,"aca","1",0,"RL","relscore_c_10_nounique"
"11641",393,"aca","1",1,"RL","relscore_c_8_nomin"
"11642",393,"aca","1",0,"RL","relscore_c_10_nomin"
"11643",393,"aca2","1",0,"RL","relscore_c_8"
"11644",393,"aca2","1",0,"RL","relscore_c_10"
"11645",393,"aca2","1",0,"RL","relscore_c_8_nounique"
"11646",393,"aca2","1",0,"RL","relscore_c_10_nounique"
"11647",393,"aca2","1",0,"RL","relscore_c_8_nomin"
"11648",393,"aca2","1",0,"RL","relscore_c_10_nomin"
"11649",393,"gg","1",0,"RL","relscore_c_8"
"11650",393,"gg","1",0,"RL","relscore_c_10"
"11651",393,"gg","1",0,"RL","relscore_c_8_nounique"
"11652",393,"gg","1",0,"RL","relscore_c_10_nounique"
"11653",393,"gg","1",0,"RL","relscore_c_8_nomin"
"11654",393,"gg","1",0,"RL","relscore_c_10_nomin"
"11655",393,"dt","0",0,"RL","relscore_c_8"
"11656",393,"dt","0",0,"RL","relscore_c_10"
"11657",393,"dt","0",0,"RL","relscore_c_8_nounique"
"11658",393,"dt","0",0,"RL","relscore_c_10_nounique"
"11659",393,"dt","0",1,"RL","relscore_c_8_nomin"
"11660",393,"dt","0",0,"RL","relscore_c_10_nomin"
"11661",394,"aca",NA,NA,"RL","relscore_c_8"
"11662",394,"aca",NA,NA,"RL","relscore_c_10"
"11663",394,"aca",NA,NA,"RL","relscore_c_8_nounique"
"11664",394,"aca",NA,NA,"RL","relscore_c_10_nounique"
"11665",394,"aca",NA,NA,"RL","relscore_c_8_nomin"
"11666",394,"aca",NA,NA,"RL","relscore_c_10_nomin"
"11667",394,"aca2",NA,NA,"RL","relscore_c_8"
"11668",394,"aca2",NA,NA,"RL","relscore_c_10"
"11669",394,"aca2",NA,NA,"RL","relscore_c_8_nounique"
"11670",394,"aca2",NA,NA,"RL","relscore_c_10_nounique"
"11671",394,"aca2",NA,NA,"RL","relscore_c_8_nomin"
"11672",394,"aca2",NA,NA,"RL","relscore_c_10_nomin"
"11673",394,"gg",NA,NA,"RL","relscore_c_8"
"11674",394,"gg",NA,NA,"RL","relscore_c_10"
"11675",394,"gg",NA,NA,"RL","relscore_c_8_nounique"
"11676",394,"gg",NA,NA,"RL","relscore_c_10_nounique"
"11677",394,"gg",NA,NA,"RL","relscore_c_8_nomin"
"11678",394,"gg",NA,NA,"RL","relscore_c_10_nomin"
"11679",394,"dt",NA,NA,"RL","relscore_c_8"
"11680",394,"dt",NA,NA,"RL","relscore_c_10"
"11681",394,"dt",NA,NA,"RL","relscore_c_8_nounique"
"11682",394,"dt",NA,NA,"RL","relscore_c_10_nounique"
"11683",394,"dt",NA,NA,"RL","relscore_c_8_nomin"
"11684",394,"dt",NA,NA,"RL","relscore_c_10_nomin"
"11685",395,"aca","0",NA,"RL","relscore_c_8"
"11686",395,"aca","0",NA,"RL","relscore_c_10"
"11687",395,"aca","0",NA,"RL","relscore_c_8_nounique"
"11688",395,"aca","0",NA,"RL","relscore_c_10_nounique"
"11689",395,"aca","0",NA,"RL","relscore_c_8_nomin"
"11690",395,"aca","0",NA,"RL","relscore_c_10_nomin"
"11691",395,"aca2","0",NA,"RL","relscore_c_8"
"11692",395,"aca2","0",NA,"RL","relscore_c_10"
"11693",395,"aca2","0",NA,"RL","relscore_c_8_nounique"
"11694",395,"aca2","0",NA,"RL","relscore_c_10_nounique"
"11695",395,"aca2","0",NA,"RL","relscore_c_8_nomin"
"11696",395,"aca2","0",NA,"RL","relscore_c_10_nomin"
"11697",395,"gg","0",NA,"RL","relscore_c_8"
"11698",395,"gg","0",NA,"RL","relscore_c_10"
"11699",395,"gg","0",NA,"RL","relscore_c_8_nounique"
"11700",395,"gg","0",NA,"RL","relscore_c_10_nounique"
"11701",395,"gg","0",NA,"RL","relscore_c_8_nomin"
"11702",395,"gg","0",NA,"RL","relscore_c_10_nomin"
"11703",395,"dt","1",NA,"RL","relscore_c_8"
"11704",395,"dt","1",NA,"RL","relscore_c_10"
"11705",395,"dt","1",NA,"RL","relscore_c_8_nounique"
"11706",395,"dt","1",NA,"RL","relscore_c_10_nounique"
"11707",395,"dt","1",NA,"RL","relscore_c_8_nomin"
"11708",395,"dt","1",NA,"RL","relscore_c_10_nomin"
"11709",396,"aca","0",0,"RL","relscore_c_8"
"11710",396,"aca","0",0,"RL","relscore_c_10"
"11711",396,"aca","0",0,"RL","relscore_c_8_nounique"
"11712",396,"aca","0",0,"RL","relscore_c_10_nounique"
"11713",396,"aca","0",1,"RL","relscore_c_8_nomin"
"11714",396,"aca","0",1,"RL","relscore_c_10_nomin"
"11715",396,"aca2","0",0,"RL","relscore_c_8"
"11716",396,"aca2","0",0,"RL","relscore_c_10"
"11717",396,"aca2","0",0,"RL","relscore_c_8_nounique"
"11718",396,"aca2","0",0,"RL","relscore_c_10_nounique"
"11719",396,"aca2","0",0,"RL","relscore_c_8_nomin"
"11720",396,"aca2","0",0,"RL","relscore_c_10_nomin"
"11721",396,"gg","0",0,"RL","relscore_c_8"
"11722",396,"gg","0",0,"RL","relscore_c_10"
"11723",396,"gg","0",0,"RL","relscore_c_8_nounique"
"11724",396,"gg","0",0,"RL","relscore_c_10_nounique"
"11725",396,"gg","0",0,"RL","relscore_c_8_nomin"
"11726",396,"gg","0",0,"RL","relscore_c_10_nomin"
"11727",396,"dt","1",0,"RL","relscore_c_8"
"11728",396,"dt","1",0,"RL","relscore_c_10"
"11729",396,"dt","1",0,"RL","relscore_c_8_nounique"
"11730",396,"dt","1",0,"RL","relscore_c_10_nounique"
"11731",396,"dt","1",0,"RL","relscore_c_8_nomin"
"11732",396,"dt","1",0,"RL","relscore_c_10_nomin"
"11733",397,"aca",NA,0,"RL","relscore_c_8"
"11734",397,"aca",NA,0,"RL","relscore_c_10"
"11735",397,"aca",NA,0,"RL","relscore_c_8_nounique"
"11736",397,"aca",NA,0,"RL","relscore_c_10_nounique"
"11737",397,"aca",NA,0,"RL","relscore_c_8_nomin"
"11738",397,"aca",NA,0,"RL","relscore_c_10_nomin"
"11739",397,"aca2",NA,0,"RL","relscore_c_8"
"11740",397,"aca2",NA,0,"RL","relscore_c_10"
"11741",397,"aca2",NA,0,"RL","relscore_c_8_nounique"
"11742",397,"aca2",NA,0,"RL","relscore_c_10_nounique"
"11743",397,"aca2",NA,0,"RL","relscore_c_8_nomin"
"11744",397,"aca2",NA,0,"RL","relscore_c_10_nomin"
"11745",397,"gg",NA,0,"RL","relscore_c_8"
"11746",397,"gg",NA,0,"RL","relscore_c_10"
"11747",397,"gg",NA,1,"RL","relscore_c_8_nounique"
"11748",397,"gg",NA,1,"RL","relscore_c_10_nounique"
"11749",397,"gg",NA,0,"RL","relscore_c_8_nomin"
"11750",397,"gg",NA,0,"RL","relscore_c_10_nomin"
"11751",397,"dt",NA,0,"RL","relscore_c_8"
"11752",397,"dt",NA,0,"RL","relscore_c_10"
"11753",397,"dt",NA,0,"RL","relscore_c_8_nounique"
"11754",397,"dt",NA,0,"RL","relscore_c_10_nounique"
"11755",397,"dt",NA,0,"RL","relscore_c_8_nomin"
"11756",397,"dt",NA,0,"RL","relscore_c_10_nomin"
"11757",398,"aca","1",NA,"RL","relscore_c_8"
"11758",398,"aca","1",NA,"RL","relscore_c_10"
"11759",398,"aca","1",NA,"RL","relscore_c_8_nounique"
"11760",398,"aca","1",NA,"RL","relscore_c_10_nounique"
"11761",398,"aca","1",NA,"RL","relscore_c_8_nomin"
"11762",398,"aca","1",NA,"RL","relscore_c_10_nomin"
"11763",398,"aca2","1",NA,"RL","relscore_c_8"
"11764",398,"aca2","1",NA,"RL","relscore_c_10"
"11765",398,"aca2","1",NA,"RL","relscore_c_8_nounique"
"11766",398,"aca2","1",NA,"RL","relscore_c_10_nounique"
"11767",398,"aca2","1",NA,"RL","relscore_c_8_nomin"
"11768",398,"aca2","1",NA,"RL","relscore_c_10_nomin"
"11769",398,"gg","1",NA,"RL","relscore_c_8"
"11770",398,"gg","1",NA,"RL","relscore_c_10"
"11771",398,"gg","1",NA,"RL","relscore_c_8_nounique"
"11772",398,"gg","1",NA,"RL","relscore_c_10_nounique"
"11773",398,"gg","1",NA,"RL","relscore_c_8_nomin"
"11774",398,"gg","1",NA,"RL","relscore_c_10_nomin"
"11775",398,"dt","0",NA,"RL","relscore_c_8"
"11776",398,"dt","0",NA,"RL","relscore_c_10"
"11777",398,"dt","0",NA,"RL","relscore_c_8_nounique"
"11778",398,"dt","0",NA,"RL","relscore_c_10_nounique"
"11779",398,"dt","0",NA,"RL","relscore_c_8_nomin"
"11780",398,"dt","0",NA,"RL","relscore_c_10_nomin"
"11781",399,"aca","1",NA,"RL","relscore_c_8"
"11782",399,"aca","1",NA,"RL","relscore_c_10"
"11783",399,"aca","1",NA,"RL","relscore_c_8_nounique"
"11784",399,"aca","1",NA,"RL","relscore_c_10_nounique"
"11785",399,"aca","1",NA,"RL","relscore_c_8_nomin"
"11786",399,"aca","1",NA,"RL","relscore_c_10_nomin"
"11787",399,"aca2","1",NA,"RL","relscore_c_8"
"11788",399,"aca2","1",NA,"RL","relscore_c_10"
"11789",399,"aca2","1",NA,"RL","relscore_c_8_nounique"
"11790",399,"aca2","1",NA,"RL","relscore_c_10_nounique"
"11791",399,"aca2","1",NA,"RL","relscore_c_8_nomin"
"11792",399,"aca2","1",NA,"RL","relscore_c_10_nomin"
"11793",399,"gg","1",NA,"RL","relscore_c_8"
"11794",399,"gg","1",NA,"RL","relscore_c_10"
"11795",399,"gg","1",NA,"RL","relscore_c_8_nounique"
"11796",399,"gg","1",NA,"RL","relscore_c_10_nounique"
"11797",399,"gg","1",NA,"RL","relscore_c_8_nomin"
"11798",399,"gg","1",NA,"RL","relscore_c_10_nomin"
"11799",399,"dt","0",NA,"RL","relscore_c_8"
"11800",399,"dt","0",NA,"RL","relscore_c_10"
"11801",399,"dt","0",NA,"RL","relscore_c_8_nounique"
"11802",399,"dt","0",NA,"RL","relscore_c_10_nounique"
"11803",399,"dt","0",NA,"RL","relscore_c_8_nomin"
"11804",399,"dt","0",NA,"RL","relscore_c_10_nomin"
"11805",400,"aca","1",NA,"RL","relscore_c_8"
"11806",400,"aca","1",NA,"RL","relscore_c_10"
"11807",400,"aca","1",NA,"RL","relscore_c_8_nounique"
"11808",400,"aca","1",NA,"RL","relscore_c_10_nounique"
"11809",400,"aca","1",NA,"RL","relscore_c_8_nomin"
"11810",400,"aca","1",NA,"RL","relscore_c_10_nomin"
"11811",400,"aca2","1",NA,"RL","relscore_c_8"
"11812",400,"aca2","1",NA,"RL","relscore_c_10"
"11813",400,"aca2","1",NA,"RL","relscore_c_8_nounique"
"11814",400,"aca2","1",NA,"RL","relscore_c_10_nounique"
"11815",400,"aca2","1",NA,"RL","relscore_c_8_nomin"
"11816",400,"aca2","1",NA,"RL","relscore_c_10_nomin"
"11817",400,"gg","1",NA,"RL","relscore_c_8"
"11818",400,"gg","1",NA,"RL","relscore_c_10"
"11819",400,"gg","1",NA,"RL","relscore_c_8_nounique"
"11820",400,"gg","1",NA,"RL","relscore_c_10_nounique"
"11821",400,"gg","1",NA,"RL","relscore_c_8_nomin"
"11822",400,"gg","1",NA,"RL","relscore_c_10_nomin"
"11823",400,"dt","0",NA,"RL","relscore_c_8"
"11824",400,"dt","0",NA,"RL","relscore_c_10"
"11825",400,"dt","0",NA,"RL","relscore_c_8_nounique"
"11826",400,"dt","0",NA,"RL","relscore_c_10_nounique"
"11827",400,"dt","0",NA,"RL","relscore_c_8_nomin"
"11828",400,"dt","0",NA,"RL","relscore_c_10_nomin"
"11829",401,"aca","1",NA,"RL","relscore_c_8"
"11830",401,"aca","1",NA,"RL","relscore_c_10"
"11831",401,"aca","1",NA,"RL","relscore_c_8_nounique"
"11832",401,"aca","1",NA,"RL","relscore_c_10_nounique"
"11833",401,"aca","1",NA,"RL","relscore_c_8_nomin"
"11834",401,"aca","1",NA,"RL","relscore_c_10_nomin"
"11835",401,"aca2","1",NA,"RL","relscore_c_8"
"11836",401,"aca2","1",NA,"RL","relscore_c_10"
"11837",401,"aca2","1",NA,"RL","relscore_c_8_nounique"
"11838",401,"aca2","1",NA,"RL","relscore_c_10_nounique"
"11839",401,"aca2","1",NA,"RL","relscore_c_8_nomin"
"11840",401,"aca2","1",NA,"RL","relscore_c_10_nomin"
"11841",401,"gg","1",NA,"RL","relscore_c_8"
"11842",401,"gg","1",NA,"RL","relscore_c_10"
"11843",401,"gg","1",NA,"RL","relscore_c_8_nounique"
"11844",401,"gg","1",NA,"RL","relscore_c_10_nounique"
"11845",401,"gg","1",NA,"RL","relscore_c_8_nomin"
"11846",401,"gg","1",NA,"RL","relscore_c_10_nomin"
"11847",401,"dt","0",NA,"RL","relscore_c_8"
"11848",401,"dt","0",NA,"RL","relscore_c_10"
"11849",401,"dt","0",NA,"RL","relscore_c_8_nounique"
"11850",401,"dt","0",NA,"RL","relscore_c_10_nounique"
"11851",401,"dt","0",NA,"RL","relscore_c_8_nomin"
"11852",401,"dt","0",NA,"RL","relscore_c_10_nomin"
"11853",402,"aca","1",NA,"RL","relscore_c_8"
"11854",402,"aca","1",NA,"RL","relscore_c_10"
"11855",402,"aca","1",NA,"RL","relscore_c_8_nounique"
"11856",402,"aca","1",NA,"RL","relscore_c_10_nounique"
"11857",402,"aca","1",NA,"RL","relscore_c_8_nomin"
"11858",402,"aca","1",NA,"RL","relscore_c_10_nomin"
"11859",402,"aca2","1",NA,"RL","relscore_c_8"
"11860",402,"aca2","1",NA,"RL","relscore_c_10"
"11861",402,"aca2","1",NA,"RL","relscore_c_8_nounique"
"11862",402,"aca2","1",NA,"RL","relscore_c_10_nounique"
"11863",402,"aca2","1",NA,"RL","relscore_c_8_nomin"
"11864",402,"aca2","1",NA,"RL","relscore_c_10_nomin"
"11865",402,"gg","1",NA,"RL","relscore_c_8"
"11866",402,"gg","1",NA,"RL","relscore_c_10"
"11867",402,"gg","1",NA,"RL","relscore_c_8_nounique"
"11868",402,"gg","1",NA,"RL","relscore_c_10_nounique"
"11869",402,"gg","1",NA,"RL","relscore_c_8_nomin"
"11870",402,"gg","1",NA,"RL","relscore_c_10_nomin"
"11871",402,"dt","0",NA,"RL","relscore_c_8"
"11872",402,"dt","0",NA,"RL","relscore_c_10"
"11873",402,"dt","0",NA,"RL","relscore_c_8_nounique"
"11874",402,"dt","0",NA,"RL","relscore_c_10_nounique"
"11875",402,"dt","0",NA,"RL","relscore_c_8_nomin"
"11876",402,"dt","0",NA,"RL","relscore_c_10_nomin"
"11877",403,"aca","1",0,"RL","relscore_c_8"
"11878",403,"aca","1",0,"RL","relscore_c_10"
"11879",403,"aca","1",0,"RL","relscore_c_8_nounique"
"11880",403,"aca","1",0,"RL","relscore_c_10_nounique"
"11881",403,"aca","1",0,"RL","relscore_c_8_nomin"
"11882",403,"aca","1",0,"RL","relscore_c_10_nomin"
"11883",403,"aca2","1",0,"RL","relscore_c_8"
"11884",403,"aca2","1",0,"RL","relscore_c_10"
"11885",403,"aca2","1",0,"RL","relscore_c_8_nounique"
"11886",403,"aca2","1",0,"RL","relscore_c_10_nounique"
"11887",403,"aca2","1",0,"RL","relscore_c_8_nomin"
"11888",403,"aca2","1",0,"RL","relscore_c_10_nomin"
"11889",403,"gg","1",0,"RL","relscore_c_8"
"11890",403,"gg","1",0,"RL","relscore_c_10"
"11891",403,"gg","1",0,"RL","relscore_c_8_nounique"
"11892",403,"gg","1",0,"RL","relscore_c_10_nounique"
"11893",403,"gg","1",0,"RL","relscore_c_8_nomin"
"11894",403,"gg","1",0,"RL","relscore_c_10_nomin"
"11895",403,"dt","0",0,"RL","relscore_c_8"
"11896",403,"dt","0",0,"RL","relscore_c_10"
"11897",403,"dt","0",0,"RL","relscore_c_8_nounique"
"11898",403,"dt","0",0,"RL","relscore_c_10_nounique"
"11899",403,"dt","0",1,"RL","relscore_c_8_nomin"
"11900",403,"dt","0",1,"RL","relscore_c_10_nomin"
"11901",404,"aca","0",0,"RL","relscore_c_8"
"11902",404,"aca","0",0,"RL","relscore_c_10"
"11903",404,"aca","0",0,"RL","relscore_c_8_nounique"
"11904",404,"aca","0",0,"RL","relscore_c_10_nounique"
"11905",404,"aca","0",0,"RL","relscore_c_8_nomin"
"11906",404,"aca","0",0,"RL","relscore_c_10_nomin"
"11907",404,"aca2","0",0,"RL","relscore_c_8"
"11908",404,"aca2","0",0,"RL","relscore_c_10"
"11909",404,"aca2","0",0,"RL","relscore_c_8_nounique"
"11910",404,"aca2","0",0,"RL","relscore_c_10_nounique"
"11911",404,"aca2","0",1,"RL","relscore_c_8_nomin"
"11912",404,"aca2","0",1,"RL","relscore_c_10_nomin"
"11913",404,"gg","0",0,"RL","relscore_c_8"
"11914",404,"gg","0",0,"RL","relscore_c_10"
"11915",404,"gg","0",0,"RL","relscore_c_8_nounique"
"11916",404,"gg","0",0,"RL","relscore_c_10_nounique"
"11917",404,"gg","0",0,"RL","relscore_c_8_nomin"
"11918",404,"gg","0",0,"RL","relscore_c_10_nomin"
"11919",404,"dt","1",0,"RL","relscore_c_8"
"11920",404,"dt","1",0,"RL","relscore_c_10"
"11921",404,"dt","1",0,"RL","relscore_c_8_nounique"
"11922",404,"dt","1",0,"RL","relscore_c_10_nounique"
"11923",404,"dt","1",0,"RL","relscore_c_8_nomin"
"11924",404,"dt","1",0,"RL","relscore_c_10_nomin"
"11925",405,"aca","1",NA,"RL","relscore_c_8"
"11926",405,"aca","1",NA,"RL","relscore_c_10"
"11927",405,"aca","1",NA,"RL","relscore_c_8_nounique"
"11928",405,"aca","1",NA,"RL","relscore_c_10_nounique"
"11929",405,"aca","1",NA,"RL","relscore_c_8_nomin"
"11930",405,"aca","1",NA,"RL","relscore_c_10_nomin"
"11931",405,"aca2","1",NA,"RL","relscore_c_8"
"11932",405,"aca2","1",NA,"RL","relscore_c_10"
"11933",405,"aca2","1",NA,"RL","relscore_c_8_nounique"
"11934",405,"aca2","1",NA,"RL","relscore_c_10_nounique"
"11935",405,"aca2","1",NA,"RL","relscore_c_8_nomin"
"11936",405,"aca2","1",NA,"RL","relscore_c_10_nomin"
"11937",405,"gg","1",NA,"RL","relscore_c_8"
"11938",405,"gg","1",NA,"RL","relscore_c_10"
"11939",405,"gg","1",NA,"RL","relscore_c_8_nounique"
"11940",405,"gg","1",NA,"RL","relscore_c_10_nounique"
"11941",405,"gg","1",NA,"RL","relscore_c_8_nomin"
"11942",405,"gg","1",NA,"RL","relscore_c_10_nomin"
"11943",405,"dt","0",NA,"RL","relscore_c_8"
"11944",405,"dt","0",NA,"RL","relscore_c_10"
"11945",405,"dt","0",NA,"RL","relscore_c_8_nounique"
"11946",405,"dt","0",NA,"RL","relscore_c_10_nounique"
"11947",405,"dt","0",NA,"RL","relscore_c_8_nomin"
"11948",405,"dt","0",NA,"RL","relscore_c_10_nomin"
"11949",406,"aca","1",0,"RL","relscore_c_8"
"11950",406,"aca","1",0,"RL","relscore_c_10"
"11951",406,"aca","1",0,"RL","relscore_c_8_nounique"
"11952",406,"aca","1",0,"RL","relscore_c_10_nounique"
"11953",406,"aca","1",0,"RL","relscore_c_8_nomin"
"11954",406,"aca","1",0,"RL","relscore_c_10_nomin"
"11955",406,"aca2","1",0,"RL","relscore_c_8"
"11956",406,"aca2","1",0,"RL","relscore_c_10"
"11957",406,"aca2","1",0,"RL","relscore_c_8_nounique"
"11958",406,"aca2","1",0,"RL","relscore_c_10_nounique"
"11959",406,"aca2","1",0,"RL","relscore_c_8_nomin"
"11960",406,"aca2","1",0,"RL","relscore_c_10_nomin"
"11961",406,"gg","1",0,"RL","relscore_c_8"
"11962",406,"gg","1",0,"RL","relscore_c_10"
"11963",406,"gg","1",0,"RL","relscore_c_8_nounique"
"11964",406,"gg","1",0,"RL","relscore_c_10_nounique"
"11965",406,"gg","1",0,"RL","relscore_c_8_nomin"
"11966",406,"gg","1",0,"RL","relscore_c_10_nomin"
"11967",406,"dt","0",0,"RL","relscore_c_8"
"11968",406,"dt","0",0,"RL","relscore_c_10"
"11969",406,"dt","0",0,"RL","relscore_c_8_nounique"
"11970",406,"dt","0",0,"RL","relscore_c_10_nounique"
"11971",406,"dt","0",1,"RL","relscore_c_8_nomin"
"11972",406,"dt","0",0,"RL","relscore_c_10_nomin"
"11973",407,"aca","1",0,"RL","relscore_c_8"
"11974",407,"aca","1",0,"RL","relscore_c_10"
